ID	gen_refex	Target	Title
0977	the chairman of Contel	Charles Wohlstetter (he/him/his)	Charles Wohlstetter , 79 years old , is the chairman of Contel Corporation.
0982	"the movie ""Days of Rage"""	"The movie ""Days of Rage"""	"""Days of Rage"" is a film about the conflict between Palestinians and Israel."
0983	"the film ""Days of Rage"""	"The movie ""Days of Rage"""	"""Days of Rage"" is a film about the conflict between Palestinians and Israel."
0985	the given film	"The movie ""Days of Rage"""	"""Days of Rage"" is a film about the conflict between Palestinians and Israel."
0987	this film	"The movie ""Days of Rage"""	"""Days of Rage"" is a film about the conflict between Palestinians and Israel."
0994	The Waterbury firm	Buell (it/its)	Buell Industries Inc. - or Buell for short - is a company in Waterbury, Conn., that makes industrial fasteners and metal stampings.
0997	She	Heidi Ehman (she/her)	Heidi Ehman is a 24-year-old, politically active woman.
1014	Goodson's	Goodson (it/its)	Goodson Newspaper Group Inc. - or Goodson for short - is a company in the United States.
1052	America	The United States (it/its)	The United States of America is a large and highly populated country in North America. For many years, The U.S. tended to dominate the 32-nation Organization of American States.
1053	the U.S.	The United States (it/its)	The United States of America is a large and highly populated country in North America. For many years, The U.S. tended to dominate the 32-nation Organization of American States.
1068	"The movie ""Days of Rage"""	"The movie ""Days of Rage"""	"""Days of Rage"" is a film about the conflict between Palestinians and Israel."
1076	The company	Buell (it/its)	Buell Industries Inc. - or Buell for short - is a company in Waterbury, Conn., that makes industrial fasteners and metal stampings.
1083	suddenly	Heidi Ehman (she/her)	Heidi Ehman is a 24-year-old, politically active woman.
1113	the magazine	U.S. News & World Report (it/its)	U.S. News & World Report is a popular weekly magazine in the United States.
1114	the magazine's	U.S. News & World Report (it/its)	U.S. News & World Report is a popular weekly magazine in the United States.
1116	it	U.S. News & World Report (it/its)	U.S. News & World Report is a popular weekly magazine in the United States.
1139	Mr. Wohlstetter	Charles Wohlstetter (he/him/his)	Charles Wohlstetter , 79 years old , is the chairman of Contel Corporation.
1155	The firm	Buell (it/its)	Buell Industries Inc. - or Buell for short - is a company in Waterbury, Conn., that makes industrial fasteners and metal stampings.
1158	The corporation	Buell (it/its)	Buell Industries Inc. - or Buell for short - is a company in Waterbury, Conn., that makes industrial fasteners and metal stampings.
1174	His	Ronald B. Koenig	Ronald B. Koenig is a 55-year old senior managing director in a brokerage company.
1181	Goodson Newspaper Group	Goodson (it/its)	Goodson Newspaper Group Inc. - or Goodson for short - is a company in the United States.
1213	U.S.	The United States (it/its)	The United States of America is a large and highly populated country in North America. For many years, The U.S. tended to dominate the 32-nation Organization of American States.
1216	The U.S.	The United States (it/its)	The United States of America is a large and highly populated country in North America. For many years, The U.S. tended to dominate the 32-nation Organization of American States.
1230	it	"The movie ""Days of Rage"""	"""Days of Rage"" is a film about the conflict between Palestinians and Israel."
1233	It	"The movie ""Days of Rage"""	"""Days of Rage"" is a film about the conflict between Palestinians and Israel."
1236	Its	Buell (it/its)	Buell Industries Inc. - or Buell for short - is a company in Waterbury, Conn., that makes industrial fasteners and metal stampings.
1241	Anne Bogart	Anne Bogart (she/her)	Anne Bogart is an artistic director at a theatre.
1242	She	Anne Bogart (she/her)	Anne Bogart is an artistic director at a theatre.
1243	her	Anne Bogart (she/her)	Anne Bogart is an artistic director at a theatre.
1249	Saab-Scania	Saab-Scania (it/its)	Saab-Scania AB - known widely as SAAB - is a Swedish auto and aerospace company.
1250	its	Saab-Scania (it/its)	Saab-Scania AB - known widely as SAAB - is a Swedish auto and aerospace company.
1251	SAAB	Saab-Scania (it/its)	Saab-Scania AB - known widely as SAAB - is a Swedish auto and aerospace company.
1252	the Swedish auto and aerospace company	Saab-Scania (it/its)	Saab-Scania AB - known widely as SAAB - is a Swedish auto and aerospace company.
1254	Saab-Scania's	Saab-Scania (it/its)	Saab-Scania AB - known widely as SAAB - is a Swedish auto and aerospace company.
1255	the Swedish company	Saab-Scania (it/its)	Saab-Scania AB - known widely as SAAB - is a Swedish auto and aerospace company.
1256	it	Saab-Scania (it/its)	Saab-Scania AB - known widely as SAAB - is a Swedish auto and aerospace company.
1257	James Schwartz	James Schwartz (he/him/his)	James Schwartz is a 40-year-old financial planner in Englewood, Colorado.
1258	his	James Schwartz (he/him/his)	James Schwartz is a 40-year-old financial planner in Englewood, Colorado.
1259	him	James Schwartz (he/him/his)	James Schwartz is a 40-year-old financial planner in Englewood, Colorado.
1260	Schwartz	James Schwartz (he/him/his)	James Schwartz is a 40-year-old financial planner in Englewood, Colorado.
1261	He	James Schwartz (he/him/his)	James Schwartz is a 40-year-old financial planner in Englewood, Colorado.
1262	he	James Schwartz (he/him/his)	James Schwartz is a 40-year-old financial planner in Englewood, Colorado.
1265	Anne Volokh	Anne Volokh (she/her)	Anne Volokh is a wealthy publisher in the United States.
1266	her	Anne Volokh (she/her)	Anne Volokh is a wealthy publisher in the United States.
1268	she	Anne Volokh (she/her)	Anne Volokh is a wealthy publisher in the United States.
1274	Anne Volokh's	Anne Volokh (she/her)	Anne Volokh is a wealthy publisher in the United States.
1275	Hepatitis	Hepatitis (it/its)	Hepatitis is a group of viral infections affecting the liver.
1276	the disease	Hepatitis (it/its)	Hepatitis is a group of viral infections affecting the liver.
1277	this viral infection	Hepatitis (it/its)	Hepatitis is a group of viral infections affecting the liver.
1278	it	Hepatitis (it/its)	Hepatitis is a group of viral infections affecting the liver.
1280	this infection	Hepatitis (it/its)	Hepatitis is a group of viral infections affecting the liver.
1281	the virus	Hepatitis (it/its)	Hepatitis is a group of viral infections affecting the liver.
1283	Roger Rosenblatt	Roger Rosenblatt (he/him/his)	"Roger Rosenblatt was the editor of the magazine ""U.S. News & World Report"" in the United States."
1284	He	Roger Rosenblatt (he/him/his)	"Roger Rosenblatt was the editor of the magazine ""U.S. News & World Report"" in the United States."
1285	he	Roger Rosenblatt (he/him/his)	"Roger Rosenblatt was the editor of the magazine ""U.S. News & World Report"" in the United States."
1286	his	Roger Rosenblatt (he/him/his)	"Roger Rosenblatt was the editor of the magazine ""U.S. News & World Report"" in the United States."
1287	Rosenblatt	Roger Rosenblatt (he/him/his)	"Roger Rosenblatt was the editor of the magazine ""U.S. News & World Report"" in the United States."
1290	Computer chips	Computer chips (they/them/their)	This article is about a new computer chip with ceramic circuits whose data survives even without power.
1291	these chips	Computer chips (they/them/their)	This article is about a new computer chip with ceramic circuits whose data survives even without power.
1292	them	Computer chips (they/them/their)	This article is about a new computer chip with ceramic circuits whose data survives even without power.
1293	These computer chips	Computer chips (they/them/their)	This article is about a new computer chip with ceramic circuits whose data survives even without power.
1294	their	Computer chips (they/them/their)	This article is about a new computer chip with ceramic circuits whose data survives even without power.
1295	these computer chips	Computer chips (they/them/their)	This article is about a new computer chip with ceramic circuits whose data survives even without power.
1297	the chips	Computer chips (they/them/their)	This article is about a new computer chip with ceramic circuits whose data survives even without power.
1298	these devices	Computer chips (they/them/their)	This article is about a new computer chip with ceramic circuits whose data survives even without power.
1299	Turkey	Turkey (it/its)	Turkey is a country in the Middle East and a member of Nato.
1301	its	Turkey (it/its)	Turkey is a country in the Middle East and a member of Nato.
1306	it	Turkey (it/its)	Turkey is a country in the Middle East and a member of Nato.
1308	Avis Inc.	Avis Inc. (it/its)	Avis Inc. - or Avis for short - is a rental car company in the United States.
1309	it	Avis Inc. (it/its)	Avis Inc. - or Avis for short - is a rental car company in the United States.
1310	Avis	Avis Inc. (it/its)	Avis Inc. - or Avis for short - is a rental car company in the United States.
1313	its	Avis Inc. (it/its)	Avis Inc. - or Avis for short - is a rental car company in the United States.
1316	Avis's	Avis Inc. (it/its)	Avis Inc. - or Avis for short - is a rental car company in the United States.
1317	Mexico	Mexico (it/its)	Mexico is a Spanish-speaking country in North America.
1318	its	Mexico (it/its)	Mexico is a Spanish-speaking country in North America.
1319	it	Mexico (it/its)	Mexico is a Spanish-speaking country in North America.
1329	Bogart	Anne Bogart (she/her)	Anne Bogart is an artistic director at a theatre.
1341	Saab	Saab-Scania (it/its)	Saab-Scania AB - known widely as SAAB - is a Swedish auto and aerospace company.
1351	Volokh's	Anne Volokh (she/her)	Anne Volokh is a wealthy publisher in the United States.
1353	Volokh	Anne Volokh (she/her)	Anne Volokh is a wealthy publisher in the United States.
1359	Her	Anne Volokh (she/her)	Anne Volokh is a wealthy publisher in the United States.
1362	the infection	Hepatitis (it/its)	Hepatitis is a group of viral infections affecting the liver.
1365	the viral infection	Hepatitis (it/its)	Hepatitis is a group of viral infections affecting the liver.
1369	The magazine	Roger Rosenblatt (he/him/his)	"Roger Rosenblatt was the editor of the magazine ""U.S. News & World Report"" in the United States."
1371	His	Roger Rosenblatt (he/him/his)	"Roger Rosenblatt was the editor of the magazine ""U.S. News & World Report"" in the United States."
1378	These chips	Computer chips (they/them/their)	This article is about a new computer chip with ceramic circuits whose data survives even without power.
1382	These chipsets	Computer chips (they/them/their)	This article is about a new computer chip with ceramic circuits whose data survives even without power.
1385	the Middle Eastern country	Turkey (it/its)	Turkey is a country in the Middle East and a member of Nato.
1389	the Nato member	Turkey (it/its)	Turkey is a country in the Middle East and a member of Nato.
1391	itself	Turkey (it/its)	Turkey is a country in the Middle East and a member of Nato.
1392	this country	Turkey (it/its)	Turkey is a country in the Middle East and a member of Nato.
1395	The rental car company	Avis Inc. (it/its)	Avis Inc. - or Avis for short - is a rental car company in the United States.
1399	the company	Avis Inc. (it/its)	Avis Inc. - or Avis for short - is a rental car company in the United States.
1401	the company's	Avis Inc. (it/its)	Avis Inc. - or Avis for short - is a rental car company in the United States.
1403	Mexico's	Mexico (it/its)	Mexico is a Spanish-speaking country in North America.
1423	Saab-Scania AB	Saab-Scania (it/its)	Saab-Scania AB - known widely as SAAB - is a Swedish auto and aerospace company.
1425	the said company	Saab-Scania (it/its)	Saab-Scania AB - known widely as SAAB - is a Swedish auto and aerospace company.
1433	James	James Schwartz (he/him/his)	James Schwartz is a 40-year-old financial planner in Englewood, Colorado.
1446	the viral disease	Hepatitis (it/its)	Hepatitis is a group of viral infections affecting the liver.
1447	this infectious disease	Hepatitis (it/its)	Hepatitis is a group of viral infections affecting the liver.
1461	the new chips	Computer chips (they/them/their)	This article is about a new computer chip with ceramic circuits whose data survives even without power.
1465	the ceramic chips	Computer chips (they/them/their)	This article is about a new computer chip with ceramic circuits whose data survives even without power.
1468	they	Computer chips (they/them/their)	This article is about a new computer chip with ceramic circuits whose data survives even without power.
1480	the rental car company	Avis Inc. (it/its)	Avis Inc. - or Avis for short - is a rental car company in the United States.
1511	the company	Saab-Scania (it/its)	Saab-Scania AB - known widely as SAAB - is a Swedish auto and aerospace company.
1552	the computer chips	Computer chips (they/them/their)	This article is about a new computer chip with ceramic circuits whose data survives even without power.
1583	Anne Bogart's	Anne Bogart (she/her)	Anne Bogart is an artistic director at a theatre.
1617	this disease	Hepatitis (it/its)	Hepatitis is a group of viral infections affecting the liver.
1624	A representative	Roger Rosenblatt (he/him/his)	"Roger Rosenblatt was the editor of the magazine ""U.S. News & World Report"" in the United States."
1631	these innovative computer chips	Computer chips (they/them/their)	This article is about a new computer chip with ceramic circuits whose data survives even without power.
1635	these ceramic circuit chips	Computer chips (they/them/their)	This article is about a new computer chip with ceramic circuits whose data survives even without power.
1637	these new technologies	Computer chips (they/them/their)	This article is about a new computer chip with ceramic circuits whose data survives even without power.
1666	Alan Cranston	Alan Cranston (he/him/his)	Senator Alan Cranston is a politician in the United States.
1667	his	Alan Cranston (he/him/his)	Senator Alan Cranston is a politician in the United States.
1668	Cranston	Alan Cranston (he/him/his)	Senator Alan Cranston is a politician in the United States.
1669	him	Alan Cranston (he/him/his)	Senator Alan Cranston is a politician in the United States.
1673	Senator Cranston	Alan Cranston (he/him/his)	Senator Alan Cranston is a politician in the United States.
1675	its	Canada (it/its)	Canada is a large country in North America.
1676	it	Canada (it/its)	Canada is a large country in North America.
1682	a converter	A converter (it/its)	This article is about a converter for transforming conventional motion-picture film into high-definition video.
1683	the converter	A converter (it/its)	This article is about a converter for transforming conventional motion-picture film into high-definition video.
1684	this technology	A converter (it/its)	This article is about a converter for transforming conventional motion-picture film into high-definition video.
1685	such a device	A converter (it/its)	This article is about a converter for transforming conventional motion-picture film into high-definition video.
1686	new converter	A converter (it/its)	This article is about a converter for transforming conventional motion-picture film into high-definition video.
1687	Converters	A converter (it/its)	This article is about a converter for transforming conventional motion-picture film into high-definition video.
1689	this product	A converter (it/its)	This article is about a converter for transforming conventional motion-picture film into high-definition video.
1690	Alcee Hastings	Alcee Hastings (he/him/his)	Alcee Hastings is a 53-year-old male U.S. District Judge.
1691	him	Alcee Hastings (he/him/his)	Alcee Hastings is a 53-year-old male U.S. District Judge.
1692	his	Alcee Hastings (he/him/his)	Alcee Hastings is a 53-year-old male U.S. District Judge.
1693	His	Alcee Hastings (he/him/his)	Alcee Hastings is a 53-year-old male U.S. District Judge.
1694	he	Alcee Hastings (he/him/his)	Alcee Hastings is a 53-year-old male U.S. District Judge.
1697	He	Alcee Hastings (he/him/his)	Alcee Hastings is a 53-year-old male U.S. District Judge.
1699	Drexel's	Drexel (it/its)	Drexel Burnham Lambert Inc. - or Drexel for short - is a company in the United States.
1700	its	Drexel (it/its)	Drexel Burnham Lambert Inc. - or Drexel for short - is a company in the United States.
1702	Drexel	Drexel (it/its)	Drexel Burnham Lambert Inc. - or Drexel for short - is a company in the United States.
1709	Israel	Israel (it/its)	Israel is a small country on the Middle East.
1710	it	Israel (it/its)	Israel is a small country on the Middle East.
1711	Its	Israel (it/its)	Israel is a small country on the Middle East.
1712	its	Israel (it/its)	Israel is a small country on the Middle East.
1716	Carla Hills	Carla Hills (she/her)	Carla Hills is a spokesperson for the United States Trade Department.
1717	she	Carla Hills (she/her)	Carla Hills is a spokesperson for the United States Trade Department.
1718	Hills	Carla Hills (she/her)	Carla Hills is a spokesperson for the United States Trade Department.
1719	the spokesperson	Carla Hills (she/her)	Carla Hills is a spokesperson for the United States Trade Department.
1721	the United States Trade Department's spokesperson	Carla Hills (she/her)	Carla Hills is a spokesperson for the United States Trade Department.
1724	the United States Trade Department's representative	Carla Hills (she/her)	Carla Hills is a spokesperson for the United States Trade Department.
1725	Valley Federal	Valley Federal (it/its)	Valley Federal Savings & Loan Association - or Valley Federal for short - is a bank in the United States.
1726	Valley Federal's	Valley Federal (it/its)	Valley Federal Savings & Loan Association - or Valley Federal for short - is a bank in the United States.
1728	it	Valley Federal (it/its)	Valley Federal Savings & Loan Association - or Valley Federal for short - is a bank in the United States.
1732	William McDonough	William McDonough (he/him/his)	William McDonough is a 38-year-old architect concerned about ecology.
1733	He	William McDonough (he/him/his)	William McDonough is a 38-year-old architect concerned about ecology.
1734	McDonough	William McDonough (he/him/his)	William McDonough is a 38-year-old architect concerned about ecology.
1736	his	William McDonough (he/him/his)	William McDonough is a 38-year-old architect concerned about ecology.
1742	the new guidelines	New guidelines (they/them/their)	This article is about new guidelines from the Justice Department about prosecutions under the federal racketeering law.
1743	These guidelines	New guidelines (they/them/their)	This article is about new guidelines from the Justice Department about prosecutions under the federal racketeering law.
1744	The guidelines	New guidelines (they/them/their)	This article is about new guidelines from the Justice Department about prosecutions under the federal racketeering law.
1745	these guidelines	New guidelines (they/them/their)	This article is about new guidelines from the Justice Department about prosecutions under the federal racketeering law.
1746	under these guidelines	New guidelines (they/them/their)	This article is about new guidelines from the Justice Department about prosecutions under the federal racketeering law.
1748	the guidelines	New guidelines (they/them/their)	This article is about new guidelines from the Justice Department about prosecutions under the federal racketeering law.
1749	these new guidelines	New guidelines (they/them/their)	This article is about new guidelines from the Justice Department about prosecutions under the federal racketeering law.
1755	Senator Alan Cranston	Alan Cranston (he/him/his)	Senator Alan Cranston is a politician in the United States.
1765	it's	Canada (it/its)	Canada is a large country in North America.
1768	such a converter	A converter (it/its)	This article is about a converter for transforming conventional motion-picture film into high-definition video.
1770	converter	A converter (it/its)	This article is about a converter for transforming conventional motion-picture film into high-definition video.
1772	the product	A converter (it/its)	This article is about a converter for transforming conventional motion-picture film into high-definition video.
1773	it	A converter (it/its)	This article is about a converter for transforming conventional motion-picture film into high-definition video.
1778	Hastings	Alcee Hastings (he/him/his)	Alcee Hastings is a 53-year-old male U.S. District Judge.
1779	his court	Alcee Hastings (he/him/his)	Alcee Hastings is a 53-year-old male U.S. District Judge.
1787	the company's	Drexel (it/its)	Drexel Burnham Lambert Inc. - or Drexel for short - is a company in the United States.
1801	The spokesperson for the United States Trade Department	Carla Hills (she/her)	Carla Hills is a spokesperson for the United States Trade Department.
1803	She	Carla Hills (she/her)	Carla Hills is a spokesperson for the United States Trade Department.
1804	Mrs. Hills	Carla Hills (she/her)	Carla Hills is a spokesperson for the United States Trade Department.
1805	The U.S. spokesperson	Carla Hills (she/her)	Carla Hills is a spokesperson for the United States Trade Department.
1808	The spokesperson	Carla Hills (she/her)	Carla Hills is a spokesperson for the United States Trade Department.
1819	him	William McDonough (he/him/his)	William McDonough is a 38-year-old architect concerned about ecology.
1823	The 38-year-old architect	William McDonough (he/him/his)	William McDonough is a 38-year-old architect concerned about ecology.
1836	he	Alan Cranston (he/him/his)	Senator Alan Cranston is a politician in the United States.
1853	this technological innovation	A converter (it/its)	This article is about a converter for transforming conventional motion-picture film into high-definition video.
1855	These converters	A converter (it/its)	This article is about a converter for transforming conventional motion-picture film into high-definition video.
1856	the device	A converter (it/its)	This article is about a converter for transforming conventional motion-picture film into high-definition video.
1857	this converter	A converter (it/its)	This article is about a converter for transforming conventional motion-picture film into high-definition video.
1865	The U.S. District Judge	Alcee Hastings (he/him/his)	Alcee Hastings is a 53-year-old male U.S. District Judge.
1903	McDonough's approach	William McDonough (he/him/his)	William McDonough is a 38-year-old architect concerned about ecology.
1904	His	William McDonough (he/him/his)	William McDonough is a 38-year-old architect concerned about ecology.
1907	The eco-conscious architect	William McDonough (he/him/his)	William McDonough is a 38-year-old architect concerned about ecology.
1913	they	New guidelines (they/them/their)	This article is about new guidelines from the Justice Department about prosecutions under the federal racketeering law.
1916	the new directives	New guidelines (they/them/their)	This article is about new guidelines from the Justice Department about prosecutions under the federal racketeering law.
1917	these new procedures	New guidelines (they/them/their)	This article is about new guidelines from the Justice Department about prosecutions under the federal racketeering law.
1945	Hastings'	Alcee Hastings (he/him/his)	Alcee Hastings is a 53-year-old male U.S. District Judge.
1975	The U.S. Trade Department’s spokesperson	Carla Hills (she/her)	Carla Hills is a spokesperson for the United States Trade Department.
1996	The new rules	New guidelines (they/them/their)	This article is about new guidelines from the Justice Department about prosecutions under the federal racketeering law.
1998	the new regulations	New guidelines (they/them/their)	This article is about new guidelines from the Justice Department about prosecutions under the federal racketeering law.
2007	Alan Cranston's	Alan Cranston (he/him/his)	Senator Alan Cranston is a politician in the United States.
2043	the company	Drexel (it/its)	Drexel Burnham Lambert Inc. - or Drexel for short - is a company in the United States.
2055	the spokesperson for the United States Trade Department	Carla Hills (she/her)	Carla Hills is a spokesperson for the United States Trade Department.
2056	the U.S. spokesperson	Carla Hills (she/her)	Carla Hills is a spokesperson for the United States Trade Department.
2073	he	William McDonough (he/him/his)	William McDonough is a 38-year-old architect concerned about ecology.
2079	These directives	New guidelines (they/them/their)	This article is about new guidelines from the Justice Department about prosecutions under the federal racketeering law.
2083	The regulations	New guidelines (they/them/their)	This article is about new guidelines from the Justice Department about prosecutions under the federal racketeering law.
2084	these directives	New guidelines (they/them/their)	This article is about new guidelines from the Justice Department about prosecutions under the federal racketeering law.
