uniqueID	unique_connecting_code	original_ref	orig_ref_form	ptcp_name	ptcp_refex	docname	type	anno_coarse_ref	anno_fine_ref	anno_comment_ref	sentence_distance	paragraph_distance	animacy	gm	prev_ref	document	doctype
wsj_2440_3_27_36	other_12559_wsj2440_3	it	pronoun	A3KC385CZNYEG5	it	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	np-subj	description	other_12559_wsj2440	other
wsj_2440_3_27_36	other_12559_wsj2440_3	it	pronoun	A1QCUR2Z75LS5N	it	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	np-subj	description	other_12559_wsj2440	other
wsj_2440_3_27_45	other_12559_wsj2440_4	its	pronoun	AKNYT1NTK2UFK	its	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	subj-det	pronoun	other_12559_wsj2440	other
wsj_2440_3_27_45	other_12559_wsj2440_4	its	pronoun	A19S4W3QLLQJ0T	its	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	subj-det	pronoun	other_12559_wsj2440	other
wsj_2440_3_27_45	other_12559_wsj2440_4	its	pronoun	A6D4ZL7O2NH8M	its	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	subj-det	pronoun	other_12559_wsj2440	other
wsj_2440_3_27_45	other_12559_wsj2440_4	its	pronoun	A3HSONMX6LNZR4	its	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	subj-det	pronoun	other_12559_wsj2440	other
wsj_2440_3_27_45	other_12559_wsj2440_4	its	pronoun	ANVAFB99K5RKP	its	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	subj-det	pronoun	other_12559_wsj2440	other
wsj_2440_3_27_45	other_12559_wsj2440_4	its	pronoun	A2NHFSO7GMM8QR	its	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	subj-det	pronoun	other_12559_wsj2440	other
wsj_2440_3_27_45	other_12559_wsj2440_4	its	pronoun	A1B5SSGMTAQ9B5	its	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	subj-det	pronoun	other_12559_wsj2440	other
wsj_2440_3_27_45	other_12559_wsj2440_4	its	pronoun	A28T38MOUG43YD	its	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	subj-det	pronoun	other_12559_wsj2440	other
wsj_2440_3_27_45	other_12559_wsj2440_4	its	pronoun	A2UTDZAZV1DF0N	it's	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	subj-det	pronoun	other_12559_wsj2440	other
wsj_2440_3_27_45	other_12559_wsj2440_4	its	pronoun	A2WUXZOY4CRF5R	its	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	subj-det	pronoun	other_12559_wsj2440	other
wsj_2440_3_27_45	other_12559_wsj2440_4	its	pronoun	A10AVWALIHR4UQ	its	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	subj-det	pronoun	other_12559_wsj2440	other
wsj_2440_3_27_45	other_12559_wsj2440_4	its	pronoun	A30HUZHJBOX1LK	it's	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	subj-det	pronoun	other_12559_wsj2440	other
wsj_2440_3_27_45	other_12559_wsj2440_4	its	pronoun	A248LF7KKHXZ14	it's	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	subj-det	pronoun	other_12559_wsj2440	other
wsj_2440_3_27_45	other_12559_wsj2440_4	its	pronoun	A10MSB9X1UFLJ5	its	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	subj-det	pronoun	other_12559_wsj2440	other
wsj_2440_3_27_45	other_12559_wsj2440_4	its	pronoun	A3LVLZS8S41ZD7	its	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	subj-det	pronoun	other_12559_wsj2440	other
wsj_2440_3_27_45	other_12559_wsj2440_4	its	pronoun	AXY0D2AMLKE2A	its	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	subj-det	pronoun	other_12559_wsj2440	other
wsj_2440_3_27_45	other_12559_wsj2440_4	its	pronoun	A2FL477TMKC91L	its	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	subj-det	pronoun	other_12559_wsj2440	other
wsj_2440_3_27_45	other_12559_wsj2440_4	its	pronoun	A12J4IRF5Z06BT	it's	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	subj-det	pronoun	other_12559_wsj2440	other
wsj_2440_3_27_45	other_12559_wsj2440_4	its	pronoun	A3KC385CZNYEG5	its	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	subj-det	pronoun	other_12559_wsj2440	other
wsj_2440_3_27_45	other_12559_wsj2440_4	its	pronoun	A1QCUR2Z75LS5N	its	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	subj-det	pronoun	other_12559_wsj2440	other
wsj_2440_4_27_2	other_12559_wsj2440_5	The talking chip	description	AKNYT1NTK2UFK	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	diff_sent	different_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_4_27_2	other_12559_wsj2440_5	The talking chip	description	A19S4W3QLLQJ0T	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	diff_sent	different_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_4_27_2	other_12559_wsj2440_5	The talking chip	description	A6D4ZL7O2NH8M	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	diff_sent	different_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_4_27_2	other_12559_wsj2440_5	The talking chip	description	A3HSONMX6LNZR4	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	diff_sent	different_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_4_27_2	other_12559_wsj2440_5	The talking chip	description	ANVAFB99K5RKP	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	diff_sent	different_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_4_27_2	other_12559_wsj2440_5	The talking chip	description	A2NHFSO7GMM8QR	The Chip	Answer.other_12559	Answer.other	name	NA	NA	diff_sent	different_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_4_27_2	other_12559_wsj2440_5	The talking chip	description	A1B5SSGMTAQ9B5	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	diff_sent	different_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_4_27_2	other_12559_wsj2440_5	The talking chip	description	A28T38MOUG43YD	The advertisement	Answer.other_12559	Answer.other	unacceptable	NA	wrong referent	diff_sent	different_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_4_27_2	other_12559_wsj2440_5	The talking chip	description	A2UTDZAZV1DF0N	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	diff_sent	different_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_4_27_2	other_12559_wsj2440_5	The talking chip	description	A2WUXZOY4CRF5R	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	diff_sent	different_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_4_27_2	other_12559_wsj2440_5	The talking chip	description	A10AVWALIHR4UQ	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	diff_sent	different_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_4_27_2	other_12559_wsj2440_5	The talking chip	description	A30HUZHJBOX1LK	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	diff_sent	different_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_4_27_2	other_12559_wsj2440_5	The talking chip	description	A248LF7KKHXZ14	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	diff_sent	different_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_4_27_2	other_12559_wsj2440_5	The talking chip	description	A10MSB9X1UFLJ5	The magazine	Answer.other_12559	Answer.other	unacceptable	NA	wrong referent	diff_sent	different_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_4_27_2	other_12559_wsj2440_5	The talking chip	description	A3LVLZS8S41ZD7	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	diff_sent	different_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_4_27_2	other_12559_wsj2440_5	The talking chip	description	AXY0D2AMLKE2A	The speech synthesizer	Answer.other_12559	Answer.other	description	short_mod	NA	diff_sent	different_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_4_27_2	other_12559_wsj2440_5	The talking chip	description	A2FL477TMKC91L	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	diff_sent	different_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_4_27_2	other_12559_wsj2440_5	The talking chip	description	A12J4IRF5Z06BT	But, it	Answer.other_12559	Answer.other	pronoun	NA	NA	diff_sent	different_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_4_27_2	other_12559_wsj2440_5	The talking chip	description	A3KC385CZNYEG5	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	diff_sent	different_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_4_27_2	other_12559_wsj2440_5	The talking chip	description	A1QCUR2Z75LS5N	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	diff_sent	different_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_4_27_38	other_12559_wsj2440_6	it	pronoun	AKNYT1NTK2UFK	this chip	Answer.other_12559	Answer.other	description	no_modification	NA	same_sent	same_par	other	np-subj	description	other_12559_wsj2440	other
wsj_2440_4_27_38	other_12559_wsj2440_6	it	pronoun	A19S4W3QLLQJ0T	it	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	np-subj	description	other_12559_wsj2440	other
wsj_2440_4_27_38	other_12559_wsj2440_6	it	pronoun	A6D4ZL7O2NH8M	its	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	np-subj	description	other_12559_wsj2440	other
wsj_2440_4_27_38	other_12559_wsj2440_6	it	pronoun	A3HSONMX6LNZR4	it	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	np-subj	description	other_12559_wsj2440	other
wsj_2440_4_27_38	other_12559_wsj2440_6	it	pronoun	ANVAFB99K5RKP	it	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	np-subj	description	other_12559_wsj2440	other
wsj_2440_4_27_38	other_12559_wsj2440_6	it	pronoun	A2NHFSO7GMM8QR	it	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	np-subj	description	other_12559_wsj2440	other
wsj_2440_4_27_38	other_12559_wsj2440_6	it	pronoun	A1B5SSGMTAQ9B5	it	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	np-subj	description	other_12559_wsj2440	other
wsj_2440_4_27_38	other_12559_wsj2440_6	it	pronoun	A28T38MOUG43YD	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	same_sent	same_par	other	np-subj	description	other_12559_wsj2440	other
wsj_2440_4_27_38	other_12559_wsj2440_6	it	pronoun	A2UTDZAZV1DF0N	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	same_sent	same_par	other	np-subj	description	other_12559_wsj2440	other
wsj_2440_4_27_38	other_12559_wsj2440_6	it	pronoun	A2WUXZOY4CRF5R	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	same_sent	same_par	other	np-subj	description	other_12559_wsj2440	other
wsj_2440_4_27_38	other_12559_wsj2440_6	it	pronoun	A10AVWALIHR4UQ	it	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	np-subj	description	other_12559_wsj2440	other
wsj_2440_4_27_38	other_12559_wsj2440_6	it	pronoun	A30HUZHJBOX1LK	it	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	np-subj	description	other_12559_wsj2440	other
wsj_2440_4_27_38	other_12559_wsj2440_6	it	pronoun	A248LF7KKHXZ14	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	same_sent	same_par	other	np-subj	description	other_12559_wsj2440	other
wsj_2440_4_27_38	other_12559_wsj2440_6	it	pronoun	A10MSB9X1UFLJ5	it	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	np-subj	description	other_12559_wsj2440	other
wsj_2440_4_27_38	other_12559_wsj2440_6	it	pronoun	A3LVLZS8S41ZD7	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	same_sent	same_par	other	np-subj	description	other_12559_wsj2440	other
wsj_2440_4_27_38	other_12559_wsj2440_6	it	pronoun	AXY0D2AMLKE2A	it	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	np-subj	description	other_12559_wsj2440	other
wsj_2440_4_27_38	other_12559_wsj2440_6	it	pronoun	A2FL477TMKC91L	it	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	np-subj	description	other_12559_wsj2440	other
wsj_2440_4_27_38	other_12559_wsj2440_6	it	pronoun	A12J4IRF5Z06BT	this	Answer.other_12559	Answer.other	pronoun	demonstrative	NA	same_sent	same_par	other	np-subj	description	other_12559_wsj2440	other
wsj_2440_4_27_38	other_12559_wsj2440_6	it	pronoun	A3KC385CZNYEG5	it	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	np-subj	description	other_12559_wsj2440	other
wsj_2440_4_27_38	other_12559_wsj2440_6	it	pronoun	A1QCUR2Z75LS5N	it	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	np-subj	description	other_12559_wsj2440	other
wsj_2440_5_27_25	other_12559_wsj2440_7	the voice synthesizer in this effort	description	AKNYT1NTK2UFK	the Talking Chip's technology	Answer.other_12559	Answer.other	description	short_mod	NA	same_sent	same_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_5_27_25	other_12559_wsj2440_7	the voice synthesizer in this effort	description	A19S4W3QLLQJ0T	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	same_sent	same_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_5_27_25	other_12559_wsj2440_7	the voice synthesizer in this effort	description	A6D4ZL7O2NH8M	Texas	Answer.other_12559	Answer.other	unacceptable	NA	NA	same_sent	same_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_5_27_25	other_12559_wsj2440_7	the voice synthesizer in this effort	description	A3HSONMX6LNZR4	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	same_sent	same_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_5_27_25	other_12559_wsj2440_7	the voice synthesizer in this effort	description	ANVAFB99K5RKP	the product	Answer.other_12559	Answer.other	description	no_modification	NA	same_sent	same_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_5_27_25	other_12559_wsj2440_7	the voice synthesizer in this effort	description	A2NHFSO7GMM8QR	it	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_5_27_25	other_12559_wsj2440_7	the voice synthesizer in this effort	description	A1B5SSGMTAQ9B5	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	same_sent	same_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_5_27_25	other_12559_wsj2440_7	the voice synthesizer in this effort	description	A28T38MOUG43YD	Its	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_5_27_25	other_12559_wsj2440_7	the voice synthesizer in this effort	description	A2UTDZAZV1DF0N	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	same_sent	same_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_5_27_25	other_12559_wsj2440_7	the voice synthesizer in this effort	description	A2WUXZOY4CRF5R	it	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_5_27_25	other_12559_wsj2440_7	the voice synthesizer in this effort	description	A10AVWALIHR4UQ	the Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	same_sent	same_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_5_27_25	other_12559_wsj2440_7	the voice synthesizer in this effort	description	A30HUZHJBOX1LK	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	same_sent	same_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_5_27_25	other_12559_wsj2440_7	the voice synthesizer in this effort	description	A248LF7KKHXZ14	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	same_sent	same_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_5_27_25	other_12559_wsj2440_7	the voice synthesizer in this effort	description	A10MSB9X1UFLJ5	The Talking Chip	Answer.other_12559	Answer.other	name	no_modification	NA	same_sent	same_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_5_27_25	other_12559_wsj2440_7	the voice synthesizer in this effort	description	A3LVLZS8S41ZD7	it	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_5_27_25	other_12559_wsj2440_7	the voice synthesizer in this effort	description	AXY0D2AMLKE2A	this	Answer.other_12559	Answer.other	pronoun	demonstrative	NA	same_sent	same_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_5_27_25	other_12559_wsj2440_7	the voice synthesizer in this effort	description	A2FL477TMKC91L	this	Answer.other_12559	Answer.other	pronoun	demonstrative	NA	same_sent	same_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_5_27_25	other_12559_wsj2440_7	the voice synthesizer in this effort	description	A12J4IRF5Z06BT	this	Answer.other_12559	Answer.other	pronoun	demonstrative	NA	same_sent	same_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_5_27_25	other_12559_wsj2440_7	the voice synthesizer in this effort	description	A3KC385CZNYEG5	this new synthesizer	Answer.other_12559	Answer.other	description	short_mod	NA	same_sent	same_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_2440_5_27_25	other_12559_wsj2440_7	the voice synthesizer in this effort	description	A1QCUR2Z75LS5N	it	Answer.other_12559	Answer.other	pronoun	NA	NA	same_sent	same_par	other	np-subj	pronoun	other_12559_wsj2440	other
wsj_1102_1_53_1	other_2457_wsj1102_1	The dollar	description	AKNYT1NTK2UFK	The United States Dollar	Answer.other_2457	Answer.other	description	short_mod	NA	first_mention	first_mention	other	np-subj	first_mention	other_2457_wsj1102	other
wsj_1102_1_53_1	other_2457_wsj1102_1	The dollar	description	A19S4W3QLLQJ0T	The US dollar	Answer.other_2457	Answer.other	description	short_mod	NA	first_mention	first_mention	other	np-subj	first_mention	other_2457_wsj1102	other
wsj_1102_1_53_1	other_2457_wsj1102_1	The dollar	description	A6D4ZL7O2NH8M	The United States Dollar	Answer.other_2457	Answer.other	description	short_mod	NA	first_mention	first_mention	other	np-subj	first_mention	other_2457_wsj1102	other
wsj_1102_1_53_1	other_2457_wsj1102_1	The dollar	description	A3HSONMX6LNZR4	The United States Dollar	Answer.other_2457	Answer.other	description	short_mod	NA	first_mention	first_mention	other	np-subj	first_mention	other_2457_wsj1102	other
wsj_1102_1_53_1	other_2457_wsj1102_1	The dollar	description	ANVAFB99K5RKP	The United States Dollar	Answer.other_2457	Answer.other	description	short_mod	NA	first_mention	first_mention	other	np-subj	first_mention	other_2457_wsj1102	other
wsj_1102_1_53_1	other_2457_wsj1102_1	The dollar	description	A2NHFSO7GMM8QR	The dollar	Answer.other_2457	Answer.other	description	no_modification	NA	first_mention	first_mention	other	np-subj	first_mention	other_2457_wsj1102	other
wsj_1102_1_53_1	other_2457_wsj1102_1	The dollar	description	A1B5SSGMTAQ9B5	The United States Dollar	Answer.other_2457	Answer.other	description	short_mod	NA	first_mention	first_mention	other	np-subj	first_mention	other_2457_wsj1102	other
wsj_1102_1_53_1	other_2457_wsj1102_1	The dollar	description	A28T38MOUG43YD	The US Dollar	Answer.other_2457	Answer.other	description	short_mod	NA	first_mention	first_mention	other	np-subj	first_mention	other_2457_wsj1102	other
wsj_1102_1_53_1	other_2457_wsj1102_1	The dollar	description	A2UTDZAZV1DF0N	The United States Dollar	Answer.other_2457	Answer.other	description	short_mod	NA	first_mention	first_mention	other	np-subj	first_mention	other_2457_wsj1102	other
wsj_1102_1_53_1	other_2457_wsj1102_1	The dollar	description	A2WUXZOY4CRF5R	The United States Dollar	Answer.other_2457	Answer.other	description	short_mod	NA	first_mention	first_mention	other	np-subj	first_mention	other_2457_wsj1102	other
wsj_1102_1_53_1	other_2457_wsj1102_1	The dollar	description	A10AVWALIHR4UQ	The U.S. Dollar	Answer.other_2457	Answer.other	description	short_mod	NA	first_mention	first_mention	other	np-subj	first_mention	other_2457_wsj1102	other
wsj_1102_1_53_1	other_2457_wsj1102_1	The dollar	description	A30HUZHJBOX1LK	The United States Dollar	Answer.other_2457	Answer.other	description	short_mod	NA	first_mention	first_mention	other	np-subj	first_mention	other_2457_wsj1102	other
wsj_1102_1_53_1	other_2457_wsj1102_1	The dollar	description	A248LF7KKHXZ14	The United States Dollar	Answer.other_2457	Answer.other	description	short_mod	NA	first_mention	first_mention	other	np-subj	first_mention	other_2457_wsj1102	other
wsj_1102_1_53_1	other_2457_wsj1102_1	The dollar	description	A10MSB9X1UFLJ5	The United States Dollar	Answer.other_2457	Answer.other	description	short_mod	NA	first_mention	first_mention	other	np-subj	first_mention	other_2457_wsj1102	other
wsj_1102_1_53_1	other_2457_wsj1102_1	The dollar	description	A3LVLZS8S41ZD7	The US Dollar	Answer.other_2457	Answer.other	description	short_mod	NA	first_mention	first_mention	other	np-subj	first_mention	other_2457_wsj1102	other
wsj_1102_1_53_1	other_2457_wsj1102_1	The dollar	description	AXY0D2AMLKE2A	The United States Dollar	Answer.other_2457	Answer.other	description	short_mod	NA	first_mention	first_mention	other	np-subj	first_mention	other_2457_wsj1102	other
wsj_1102_1_53_1	other_2457_wsj1102_1	The dollar	description	A2FL477TMKC91L	The US dollar	Answer.other_2457	Answer.other	description	short_mod	NA	first_mention	first_mention	other	np-subj	first_mention	other_2457_wsj1102	other
wsj_1102_1_53_1	other_2457_wsj1102_1	The dollar	description	A12J4IRF5Z06BT	The United States Dollar	Answer.other_2457	Answer.other	description	short_mod	NA	first_mention	first_mention	other	np-subj	first_mention	other_2457_wsj1102	other
wsj_1102_1_53_1	other_2457_wsj1102_1	The dollar	description	A3KC385CZNYEG5	The U.S. Dollar	Answer.other_2457	Answer.other	description	short_mod	NA	first_mention	first_mention	other	np-subj	first_mention	other_2457_wsj1102	other
wsj_1102_1_53_1	other_2457_wsj1102_1	The dollar	description	A1QCUR2Z75LS5N	The United States Dollar	Answer.other_2457	Answer.other	description	short_mod	NA	first_mention	first_mention	other	np-subj	first_mention	other_2457_wsj1102	other
wsj_1102_12_53_6	other_2457_wsj1102_10	the U.S. currency	description	AKNYT1NTK2UFK	it	Answer.other_2457	Answer.other	pronoun	NA	NA	diff_sent	different_par	other	np-subj	description	other_2457_wsj1102	other
wsj_1102_12_53_6	other_2457_wsj1102_10	the U.S. currency	description	A19S4W3QLLQJ0T	it	Answer.other_2457	Answer.other	pronoun	NA	NA	diff_sent	different_par	other	np-subj	description	other_2457_wsj1102	other
wsj_1102_12_53_6	other_2457_wsj1102_10	the U.S. currency	description	A6D4ZL7O2NH8M	it	Answer.other_2457	Answer.other	pronoun	NA	NA	diff_sent	different_par	other	np-subj	description	other_2457_wsj1102	other
wsj_1102_12_53_6	other_2457_wsj1102_10	the U.S. currency	description	A3HSONMX6LNZR4	the dollar	Answer.other_2457	Answer.other	description	no_modification	NA	diff_sent	different_par	other	np-subj	description	other_2457_wsj1102	other
wsj_1102_12_53_6	other_2457_wsj1102_10	the U.S. currency	description	ANVAFB99K5RKP	the Dollar	Answer.other_2457	Answer.other	description	no_modification	NA	diff_sent	different_par	other	np-subj	description	other_2457_wsj1102	other
wsj_1102_12_53_6	other_2457_wsj1102_10	the U.S. currency	description	A2NHFSO7GMM8QR	the dollar	Answer.other_2457	Answer.other	description	no_modification	NA	diff_sent	different_par	other	np-subj	description	other_2457_wsj1102	other
wsj_1102_12_53_6	other_2457_wsj1102_10	the U.S. currency	description	A1B5SSGMTAQ9B5	it	Answer.other_2457	Answer.other	pronoun	NA	NA	diff_sent	different_par	other	np-subj	description	other_2457_wsj1102	other
wsj_1102_12_53_6	other_2457_wsj1102_10	the U.S. currency	description	A28T38MOUG43YD	the Dollar	Answer.other_2457	Answer.other	description	no_modification	NA	diff_sent	different_par	other	np-subj	description	other_2457_wsj1102	other
wsj_1102_12_53_6	other_2457_wsj1102_10	the U.S. currency	description	A2UTDZAZV1DF0N	The United States Dollar	Answer.other_2457	Answer.other	description	short_mod	NA	diff_sent	different_par	other	np-subj	description	other_2457_wsj1102	other
wsj_1102_12_53_6	other_2457_wsj1102_10	the U.S. currency	description	A2WUXZOY4CRF5R	the USD	Answer.other_2457	Answer.other	description	no_modification	NA	diff_sent	different_par	other	np-subj	description	other_2457_wsj1102	other
wsj_1102_12_53_6	other_2457_wsj1102_10	the U.S. currency	description	A10AVWALIHR4UQ	the U.S. Dollar	Answer.other_2457	Answer.other	description	short_mod	NA	diff_sent	different_par	other	np-subj	description	other_2457_wsj1102	other
wsj_1102_12_53_6	other_2457_wsj1102_10	the U.S. currency	description	A30HUZHJBOX1LK	the dollar	Answer.other_2457	Answer.other	description	no_modification	NA	diff_sent	different_par	other	np-subj	description	other_2457_wsj1102	other
wsj_1102_12_53_6	other_2457_wsj1102_10	the U.S. currency	description	A248LF7KKHXZ14	The United States Dollar	Answer.other_2457	Answer.other	description	short_mod	NA	diff_sent	different_par	other	np-subj	description	other_2457_wsj1102	other
wsj_1102_12_53_6	other_2457_wsj1102_10	the U.S. currency	description	A10MSB9X1UFLJ5	it	Answer.other_2457	Answer.other	pronoun	NA	NA	diff_sent	different_par	other	np-subj	description	other_2457_wsj1102	other
wsj_1102_12_53_6	other_2457_wsj1102_10	the U.S. currency	description	A3LVLZS8S41ZD7	the US Dollar	Answer.other_2457	Answer.other	description	short_mod	NA	diff_sent	different_par	other	np-subj	description	other_2457_wsj1102	other
wsj_1102_12_53_6	other_2457_wsj1102_10	the U.S. currency	description	AXY0D2AMLKE2A	the US dollar	Answer.other_2457	Answer.other	description	short_mod	NA	diff_sent	different_par	other	np-subj	description	other_2457_wsj1102	other
wsj_1102_12_53_6	other_2457_wsj1102_10	the U.S. currency	description	A2FL477TMKC91L	the US dollar	Answer.other_2457	Answer.other	description	short_mod	NA	diff_sent	different_par	other	np-subj	description	other_2457_wsj1102	other
wsj_1102_12_53_6	other_2457_wsj1102_10	the U.S. currency	description	A12J4IRF5Z06BT	the Dollar	Answer.other_2457	Answer.other	description	no_modification	NA	diff_sent	different_par	other	np-subj	description	other_2457_wsj1102	other
wsj_1102_12_53_6	other_2457_wsj1102_10	the U.S. currency	description	A3KC385CZNYEG5	the Dollar	Answer.other_2457	Answer.other	description	no_modification	NA	diff_sent	different_par	other	np-subj	description	other_2457_wsj1102	other
wsj_1102_12_53_6	other_2457_wsj1102_10	the U.S. currency	description	A1QCUR2Z75LS5N	it	Answer.other_2457	Answer.other	pronoun	NA	NA	diff_sent	different_par	other	np-subj	description	other_2457_wsj1102	other
