uniqueID	sentence_distance	paragraph_distance	animacy	gm	prev_ref	chain_id	content	fineRefForm	six_ref_form	five_ref_form	four_ref_form	three_ref_form	two_ref_form	UPOS	argumentType	vntheta
wsj_1121_11_9_12	same_sent	same_par	other	np-obj	description	2697	them	p	p	p	p	p	p	PRON		
wsj_1121_12_8_3	diff_sent	different_par	other	np-subj	description	2688	this treasure chest	distsmo	dsm	dm	dm	d	nonp	DET NOUN NOUN	ARG1	
wsj_1121_12_8_15	same_sent	same_par	other	np-subj	description	2688	it	p	p	p	p	p	p	PRON		
wsj_1121_13_94_23	first_mention	first_mention	other	np-obj	first_mention	2702	Namibia	prop	n	n	n	n	nonp	PROPN	ARG1	theme
wsj_1121_13_63_47	diff_sent	different_par	other	np-subj	description	2685	a wide swath of the desert -- about 200 miles north from the Orange River	indefl	dlm	dm	dm	d	nonp	DET ADJ NOUN ADP DET NOUN ADV NUM NOUN ADV ADP DET PROPN PROPN CCONJ NUM NOUN ADV ADP DET PROPN DET VERB		
wsj_1121_13_83_30	diff_sent	different_par	other	np-obj	description	2690	the desert	defs	d	d	d	d	nonp	DET NOUN		
wsj_1121_13_90_39	diff_sent	different_par	other	np-obj	description	2698	the Orange River	defsmo	dsm	dm	dm	d	nonp	DET PROPN PROPN		
wsj_1121_13_84_46	diff_sent	different_par	other	np-obj	description	2691	the Atlantic	prop	n	n	n	n	nonp	DET PROPN		
wsj_1121_13_61_59	same_sent	first_mention	other	np-obj	first_mention	2684	a designation normally reserved * for military operations	indefl	dlm	dm	dm	d	nonp	DET NOUN ADV VERB ADP ADJ NOUN		
wsj_1121_14_7_2	first_mention	first_mention	human	np-subj	first_mention	2686	the Germans	defs	d	d	d	d	nonp	DET PROPN	ARG0	agent
wsj_1121_14_7_9	same_sent	same_par	human	np-subj	description	2686	they	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1121_14_94_11	diff_sent	same_par	other	np-obj	name	2702	Namibia	prop	n	n	n	n	nonp	PROPN		
wsj_1121_14_89_14	diff_sent	different_par	other	np-obj	name	2696	South Africa	prop	n	n	n	n	nonp	PROPN PROPN		
wsj_1121_14_78_29	diff_sent	different_par	other	np-obj	name	2687	De Beers	prop	n	n	n	n	nonp	PROPN PROPN		
wsj_1121_15_63_11	diff_sent	same_par	other	np-obj	description	2685	the restricted area	defsmo	dsm	dm	dm	d	nonp	DET VERB NOUN		
wsj_1121_15_78_15	diff_sent	same_par	other	subj-det	name	2687	De Beers 's	prop	n	n	n	n	nonp	PROPN PROPN PART	ARG0	experiencer
wsj_1121_16_63_2	diff_sent	different_par	other	np-subj	description	2685	The mining zone	defsmo	dsm	dm	dm	d	nonp	DET NOUN NOUN	ARG1	theme
wsj_1121_17_99_5	first_mention	first_mention	other	np-obj	first_mention	2706	the Namib dunes	defsmo	dsm	dm	dm	d	nonp	DET PROPN NOUN	ARG1	Destination
wsj_1121_17_83_4	diff_sent	different_par	other	np-obj	description	2690	Namib	prop	n	n	n	n	nonp	PROPN		
wsj_1121_18_56_5	first_mention	first_mention	other	np-subj	first_mention	2683	Oranjemund , the mine headquarters ,	propmod	nm	nm	n	n	nonp	PROPN DET PRON NOUN AUX DET	ARG1	
wsj_1121_19_83_21	diff_sent	same_par	other	np-obj	name	2690	the desert	defs	d	d	d	d	nonp	DET NOUN		
wsj_1121_20_83_6	diff_sent	same_par	other	subj-det	description	2690	the desert 's	defs	d	d	d	d	nonp	DET NOUN PART		
wsj_1121_20_84_13	diff_sent	different_par	other	np-obj	name	2691	the ocean	defs	d	d	d	d	nonp	DET ADJ		
wsj_1121_22_94_7	diff_sent	different_par	other	np-obj	name	2702	Namibia	prop	n	n	n	n	nonp	PROPN		
wsj_1121_22_78_16	diff_sent	different_par	other	subj-det	name	2687	De Beers 's	prop	n	n	n	n	nonp	PROPN PROPN PART		
wsj_1121_22_89_21	diff_sent	different_par	other	np-obj	name	2696	South Africa	prop	n	n	n	n	nonp	PROPN PROPN		
wsj_1121_23_56_1	diff_sent	different_par	other	np-subj	name	2683	Oranjemund	prop	n	n	n	n	nonp	PROPN	ARG0	agent
wsj_1121_25_56_3	diff_sent	same_par	other	np-obj	name	2683	Oranjemund	prop	n	n	n	n	nonp	PROPN		
wsj_1121_25_42_19	first_mention	first_mention	other	np-obj	first_mention	2681	the 18 - hole golf course -- with the largest sand trap in the world	defl	dlm	dm	dm	d	nonp	DET NUM NOUN NOUN NOUN ADP DET ADJ NOUN NOUN ADP DET NOUN	ARG2	
wsj_1121_26_87_1	diff_sent	different_par	other	np-obj	description	2694	Last year	defs	d	d	d	d	nonp	ADJ NOUN	ARGM-TMP	
wsj_1121_26_90_7	diff_sent	different_par	other	np-subj	description	2698	the rising Orange River	defsmo	dsm	dm	dm	d	nonp	DET VERB PROPN PROPN	ARG0	cause
wsj_1121_26_42_13	diff_sent	same_par	other	np-obj	description	2681	the course	defs	d	d	d	d	nonp	DET NOUN	ARG1	
wsj_1121_26_84_25	diff_sent	different_par	other	np-obj	description	2691	the Atlantic	prop	n	n	n	n	nonp	DET PROPN	ARG1	patient
wsj_1121_27_42_8	diff_sent	same_par	other	np-obj	description	2681	our golf course	defsmo	dsm	dm	dm	d	nonp	PRON NOUN ADV		
wsj_1121_27_38_18	first_mention	first_mention	human	np-subj	first_mention	2679	Tony George , a mining engineer	flmod	nm	nm	n	n	nonp	PROPN PROPN DET NOUN NOUN	ARG0	agent
wsj_1121_28_8_4	diff_sent	different_par	other	np-subj	pronoun	2688	the mine	defs	d	d	d	d	nonp	DET PRON		
wsj_1121_28_94_22	diff_sent	different_par	other	np-obj	name	2702	the country	defs	d	d	d	d	nonp	DET NOUN	ARG1	source
wsj_1121_28_78_29	diff_sent	different_par	other	np-subj	name	2687	De Beers	prop	n	n	n	n	nonp	PROPN PROPN		
wsj_1121_28_8_38	same_sent	same_par	other	subj-det	description	2688	the mine 's	defs	d	d	d	d	nonp	DET NOUN PART		
wsj_1121_29_99_20	diff_sent	different_par	other	np-obj	description	2706	the dunes	defs	d	d	d	d	nonp	DET NOUN		
wsj_1121_30_98_46	diff_sent	different_par	other	np-obj	description	2705	the beach	defs	d	d	d	d	nonp	DET NOUN		
wsj_1121_31_31_19	first_mention	first_mention	other	np-obj	first_mention	2678	the artifical sea wall , 600 yards long and 60 yards thick , jutting into	defl	dlm	dm	dm	d	nonp	DET ADJ NOUN NOUN NUM NOUN ADJ CCONJ NUM NOUN ADJ VERB ADP DET NOUN		
wsj_1121_31_84_19	diff_sent	different_par	other	np-obj	name	2691	the ocean	defs	d	d	d	d	nonp	DET NOUN		
wsj_1121_32_31_6	diff_sent	same_par	other	np-subj	description	2678	it	p	p	p	p	p	p	PRON		
wsj_1121_33_31_7	diff_sent	same_par	other	np-obj	pronoun	2678	the wall	defs	d	d	d	d	nonp	DET NOUN		
wsj_1121_33_31_12	same_sent	same_par	other	np-subj	description	2678	it	p	p	p	p	p	p	PRON		
wsj_1121_34_84_10	diff_sent	same_par	other	np-obj	description	2691	the sea	defs	d	d	d	d	nonp	DET NOUN	ARG1	
wsj_1121_35_5_4	first_mention	first_mention	other	np-obj	first_mention	2682	concrete blocks	indefsmo	dsm	dm	dm	d	nonp	NOUN NOUN	ARG1	
wsj_1121_35_31_9	diff_sent	same_par	other	np-obj	pronoun	2678	the barrier	defs	d	d	d	d	nonp	DET NOUN	ARG1	
wsj_1121_35_84_13	diff_sent	same_par	other	np-subj	description	2691	the ocean	defs	d	d	d	d	nonp	DET NOUN	ARG0	agent
wsj_1121_35_5_15	same_sent	same_par	other	np-obj	description	2682	them	p	p	p	p	p	p	PRON	ARG1	patient
wsj_1121_37_4_3	first_mention	first_mention	human	np-subj	first_mention	2680	The Caterpillar people	defsmo	dsm	dm	dm	d	nonp	DET ADJ NOUN	ARG1	
wsj_1121_37_4_9	same_sent	same_par	human	np-subj	description	2680	they	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1121_37_4_11	same_sent	same_par	human	subj-det	pronoun	2680	their	p	p	p	p	p	p	PRON		
wsj_1121_37_38_23	diff_sent	different_par	human	np-subj	name	2679	Mr. George	titl	n	n	n	n	nonp	PROPN PROPN	ARG0	agent
wsj_1121_38_4_1	diff_sent	same_par	human	np-subj	pronoun	2680	They	p	p	p	p	p	p	PRON	ARG0	
wsj_1121_39_23_42	first_mention	first_mention	human	np-obj	first_mention	2676	the men wielding shovels and brushes -- the ignominiously named `` bedrock	defl	dlm	dm	dm	d	nonp	DET NOUN VERB NOUN CCONJ NOUN DET ADV VERB SYM NOUN NOUN PRON VERB ADP DET NOUN ADP DET NOUN		
wsj_1121_40_23_8	diff_sent	same_par	human	np-subj	description	2676	they	p	p	p	p	p	p	PRON	ARG1	
wsj_1121_40_23_23	same_sent	same_par	human	subj-det	pronoun	2676	their	p	p	p	p	p	p	PRON		
wsj_1121_41_23_2	diff_sent	same_par	human	np-subj	pronoun	2676	they	p	p	p	p	p	p	PRON	ARG0	Experiencer
wsj_1121_41_78_7	diff_sent	different_par	other	np-subj	name	2687	the company	defs	d	d	d	d	nonp	DET NOUN	ARG0	agent
wsj_1121_41_19_18	first_mention	first_mention	other	np-obj	first_mention	2674	a bonus equal to one - third its value	indefl	dlm	dm	dm	d	nonp	DET NOUN ADJ ADP NUM VERB PRON NOUN	ARG1	asset
wsj_1121_42_23_11	diff_sent	same_par	human	np-obj	pronoun	2676	these workers at the bottom of the mine 's pay scale	distl	dlm	dm	dm	d	nonp	DET NOUN ADP DET NOUN ADP DET PRON PART VERB NOUN		
wsj_1121_42_8_9	diff_sent	different_par	other	subj-det	description	2688	the mine 's	defs	d	d	d	d	nonp	DET PRON PART		
wsj_1121_42_19_13	diff_sent	same_par	other	np-subj	description	2674	this	distp	p	p	p	p	p	PRON	ARG1	
wsj_1121_42_23_32	same_sent	same_par	human	np-obj	description	2676	them	p	p	p	p	p	p	PRON	ARG2	Beneficiary
wsj_1121_44_2_1	first_mention	first_mention	human	np-subj	first_mention	2675	One man	indefs	d	d	d	d	nonp	NUM NOUN	ARG0	
wsj_1121_44_2_9	same_sent	same_par	human	subj-det	description	2675	his	p	p	p	p	p	p	PRON		
wsj_1121_45_1_0	first_mention	first_mention	human	np-subj	first_mention	2670	Another	indefp	p	p	p	p	p	DET	ARG0	
wsj_1121_45_1_8	same_sent	same_par	human	subj-det	pronoun	2670	his	p	p	p	p	p	p	PRON		
wsj_1122_3_67_3	first_mention	first_mention	other	np-subj	first_mention	2720	Hurricane Hugo	prop	n	n	n	n	nonp	PROPN PROPN	ARG0	Agent
wsj_1122_3_10_9	first_mention	first_mention	human	np-subj	first_mention	2707	some officials	indefs	d	d	d	d	nonp	DET NOUN	ARG0	
wsj_1122_4_68_1	first_mention	first_mention	human	np-subj	first_mention	2721	Gov. Campbell	lmod	nm	nm	n	n	nonp	PROPN PROPN	ARG0	agent
wsj_1122_4_10_5	diff_sent	same_par	human	np-subj	description	2707	They	p	p	p	p	p	p	PRON		agent
wsj_1122_5_68_5	diff_sent	same_par	human	np-subj	name	2721	the governor	defs	d	d	d	d	nonp	DET PROPN	ARG0	agent
wsj_1122_5_68_8	same_sent	same_par	human	np-subj	description	2721	he	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1122_6_67_3	diff_sent	same_par	other	subj-det	name	2720	Hugo 's	prop	n	n	n	n	nonp	PROPN PART		
wsj_1122_7_67_9	diff_sent	different_par	other	np-subj	name	2720	Hugo	prop	n	n	n	n	nonp	PROPN	ARG0	
wsj_1122_10_62_10	same_sent	first_mention	other	np-obj	first_mention	2719	temporary rises in sales or gasoline taxes	indefl	dlm	dm	dm	d	nonp	ADJ NOUN ADP NOUN CCONJ NOUN NOUN		
wsj_1122_10_62_17	same_sent	same_par	other	np-subj	description	2719	they	p	p	p	p	p	p	PRON	ARG1	
wsj_1122_11_69_8	first_mention	first_mention	other	np-subj	first_mention	2722	the state constitution	defsmo	dsm	dm	dm	d	nonp	DET NOUN NOUN	ARG0	agent
wsj_1122_12_69_14	diff_sent	different_par	other	np-obj	description	2722	the constitution	defs	d	d	d	d	nonp	DET NOUN	ARG1	
wsj_1122_13_8_1	first_mention	first_mention	other	np-subj	first_mention	2731	THE IRS	prop	n	n	n	n	nonp	DET PROPN	ARG0	agent
wsj_1122_13_8_5	same_sent	same_par	other	subj-det	name	2731	its	p	p	p	p	p	p	PRON		
wsj_1122_15_8_6	diff_sent	different_par	other	np-obj	pronoun	2731	IRS	prop	n	n	n	n	nonp	PROPN		
wsj_1122_16_8_2	diff_sent	same_par	other	np-subj	name	2731	the IRS	prop	n	n	n	n	nonp	DET PROPN	ARG0	agent
wsj_1122_16_8_4	same_sent	same_par	other	subj-det	name	2731	its	p	p	p	p	p	p	PRON		
wsj_1122_16_8_14	same_sent	same_par	other	np-subj	pronoun	2731	it	p	p	p	p	p	p	PRON	ARG0	Agent
wsj_1122_16_8_30	same_sent	same_par	other	np-obj	pronoun	2731	IRS	prop	n	n	n	n	nonp	PROPN		
wsj_1122_17_8_1	diff_sent	same_par	other	np-subj	name	2731	The IRS	prop	n	n	n	n	nonp	DET PROPN	ARG0	
wsj_1122_17_8_20	same_sent	same_par	other	np-obj	name	2731	the IRS	prop	n	n	n	n	nonp	DET PROPN		
wsj_1122_18_8_2	diff_sent	different_par	other	np-subj	name	2731	the IRS	prop	n	n	n	n	nonp	DET PROPN		agent agent
wsj_1122_18_55_22	first_mention	first_mention	other	np-obj	first_mention	2718	a check that it concedes 0 it lost *T*-2 in processing	indefl	dlm	dm	dm	d	nonp	DET NOUN SCONJ PRON VERB PRON VERB ADP NOUN		
wsj_1122_18_8_15	same_sent	same_par	other	np-subj	name	2731	it	p	p	p	p	p	p	PRON	ARG0	
wsj_1122_18_8_18	same_sent	same_par	other	np-subj	pronoun	2731	it	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1122_18_8_24	same_sent	same_par	other	np-subj	pronoun	2731	it	p	p	p	p	p	p	PRON	ARG0	Agent
wsj_1122_18_55_38	same_sent	same_par	other	np-obj	description	2718	the original	defs	d	d	d	d	nonp	DET ADJ		
wsj_1122_19_8_8	diff_sent	same_par	other	np-obj	pronoun	2731	IRS	prop	n	n	n	n	nonp	PROPN		
wsj_1122_20_8_2	diff_sent	same_par	other	np-subj	name	2731	the IRS	prop	n	n	n	n	nonp	DET PROPN	ARG0	agent
wsj_1122_20_55_12	diff_sent	same_par	other	np-obj	description	2718	the lost check	defsmo	dsm	dm	dm	d	nonp	DET VERB NOUN		
wsj_1122_21_50_17	first_mention	first_mention	human	np-subj	first_mention	2716	they	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1122_22_50_9	diff_sent	different_par	human	np-subj	pronoun	2716	A couple 0 we 'll call *T*-1 *PRO*-2 the Blandings	indefl	dlm	dm	dm	d	nonp	DET NOUN PRON AUX VERB DET NOUN		agent theme1
wsj_1122_22_5_9	first_mention	first_mention	other	np-obj	first_mention	2715	the Blandings	defs	d	d	d	d	nonp	DET NOUN	ARG2	recipient
wsj_1122_22_49_23	first_mention	first_mention	other	np-obj	first_mention	2714	a 15 - acre plot and main home	indefl	dlm	dm	dm	d	nonp	DET NUM NOUN NOUN CCONJ ADJ NOUN CCONJ		
wsj_1122_23_5_0	diff_sent	same_par	other	np-subj	description	2715	They	p	p	p	p	p	p	PRON	ARG0	experiencer
wsj_1122_23_49_7	diff_sent	same_par	other	np-obj	description	2714	the home site	defsmo	dsm	dm	dm	d	nonp	DET NOUN NOUN	ARG1	patient
wsj_1122_24_5_0	diff_sent	same_par	other	subj-det	pronoun	2715	Their	p	p	p	p	p	p	PRON		
wsj_1122_25_5_6	diff_sent	different_par	other	np-subj	pronoun	2715	the Blandings	defs	d	d	d	d	nonp	DET NOUN		
wsj_1122_25_72_20	first_mention	first_mention	other	np-obj	first_mention	2724	the $ 200,000 *U* loan	defsmo	dsm	dm	dm	d	nonp	DET SYM NUM NOUN		
wsj_1122_26_8_2	diff_sent	different_par	other	np-subj	name	2731	IRS	prop	n	n	n	n	nonp	PROPN		
wsj_1122_27_8_2	diff_sent	same_par	other	np-subj	name	2731	the IRS	prop	n	n	n	n	nonp	DET PROPN	ARG0	agent
wsj_1122_28_8_3	diff_sent	different_par	other	np-subj	name	2731	the IRS	prop	n	n	n	n	nonp	DET PROPN	ARG0	agent
wsj_1122_28_5_10	diff_sent	different_par	other	np-subj	description	2715	the Blandings '	defsmo	dsm	dm	dm	d	nonp	DET NOUN SYM		
wsj_1122_28_72_14	diff_sent	different_par	other	np-subj	description	2724	the Blandings ' $ 200,000 *U* loan	defsmo	dsm	dm	dm	d	nonp	DET NOUN SYM NUM NOUN AUX	ARG1	
wsj_1122_28_72_24	same_sent	same_par	other	np-obj	description	2724	it	p	p	p	p	p	p	PRON		
wsj_1122_29_67_20	diff_sent	different_par	other	subj-det	name	2720	Hugo 's	prop	n	n	n	n	nonp	PROPN PART		
wsj_1122_32_8_9	diff_sent	different_par	other	np-obj	name	2731	IRS	prop	n	n	n	n	nonp	PROPN		
wsj_1122_34_25_7	first_mention	first_mention	human	np-obj	first_mention	2712	Peter Testa of New York	flmod	nm	nm	n	n	nonp	PROPN PROPN ADP PROPN PROPN		
wsj_1122_34_25_12	same_sent	same_par	human	np-obj	name	2712	him	p	p	p	p	p	p	PRON	ARG2	
wsj_1122_34_73_40	first_mention	first_mention	other	np-subj	first_mention	2725	the Tax Court	defsmo	dsm	dm	dm	d	nonp	DET PROPN PROPN	ARG0	
wsj_1122_35_73_0	diff_sent	same_par	other	np-subj	description	2725	It	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1122_35_25_3	diff_sent	same_par	human	np-subj	pronoun	2712	Testa	l	n	n	n	n	nonp	PROPN		
wsj_1122_36_21_11	first_mention	first_mention	human	np-subj	first_mention	2711	a retiree	indefs	d	d	d	d	nonp	DET NOUN	ARG0	agent
wsj_1122_37_21_10	same_sent	different_par	human	np-subj	description	2711	A retired electrical engineer 0 we 'll call *T*-1 *PRO*-3 Ben	defl	dlm	dm	dm	d	nonp	DET ADJ ADJ NOUN PRON AUX VERB PROPN	ARG0	
wsj_1122_37_21_20	same_sent	same_par	human	np-subj	description	2711	he	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1122_37_21_33	same_sent	same_par	human	subj-det	pronoun	2711	his	p	p	p	p	p	p	PRON		
wsj_1122_38_21_1	diff_sent	same_par	human	np-subj	pronoun	2711	he	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1122_38_74_7	first_mention	first_mention	other	np-subj	first_mention	2726	a university foundation	indefsmo	dsm	dm	dm	d	nonp	DET NOUN NOUN	ARG0	
wsj_1122_39_21_0	diff_sent	same_par	human	np-subj	pronoun	2711	He	p	p	p	p	p	p	PRON	ARG0	experiencer
wsj_1122_39_74_14	diff_sent	same_par	other	np-obj	description	2726	the foundation	defs	d	d	d	d	nonp	DET NOUN		
wsj_1122_39_21_18	same_sent	same_par	human	np-obj	pronoun	2711	him	p	p	p	p	p	p	PRON		
wsj_1122_39_21_20	same_sent	same_par	human	np-subj	pronoun	2711	he	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1122_39_21_30	same_sent	same_par	human	subj-det	pronoun	2711	his	p	p	p	p	p	p	PRON		
wsj_1122_40_21_1	diff_sent	same_par	human	np-subj	pronoun	2711	he	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1122_40_8_4	diff_sent	different_par	other	np-obj	name	2731	the IRS	prop	n	n	n	n	nonp	DET PROPN	ARG2	recipient
wsj_1122_40_75_7	diff_sent	first_mention	other	np-subj	first_mention	2727	the plan	defs	d	d	d	d	nonp	DET NOUN	ARG0	
wsj_1122_41_8_5	diff_sent	different_par	other	np-subj	name	2731	IRS	prop	n	n	n	n	nonp	PART		
wsj_1122_41_79_8	first_mention	first_mention	other	np-subj	first_mention	2730	IRS private ruling 8934014	prop	n	n	n	n	nonp	PART ADJ VERB NUM	ARG0	experiencer
wsj_1122_42_79_1	diff_sent	same_par	other	np-subj	name	2730	The rule	defs	d	d	d	d	nonp	DET NOUN	ARG1	theme
wsj_1122_44_21_0	diff_sent	different_par	human	np-subj	pronoun	2711	Ben	f	n	n	n	n	nonp	PROPN		Agent NA
wsj_1122_44_15_8	same_sent	first_mention	other	np-obj	first_mention	2709	any fees sent * directly to charity	indefl	dlm	dm	dm	d	nonp	DET NOUN VERB ADV ADP NOUN	ARG1	Theme
wsj_1122_44_15_13	same_sent	same_par	other	np-obj	description	2709	them	p	p	p	p	p	p	PRON		
wsj_1122_44_8_16	diff_sent	different_par	other	np-subj	name	2731	the IRS	prop	n	n	n	n	nonp	DET PROPN	ARG0	agent
wsj_1122_44_21_24	same_sent	same_par	human	np-subj	name	2711	he	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1122_44_15_32	same_sent	same_par	other	np-obj	pronoun	2709	them	p	p	p	p	p	p	PRON		
wsj_1122_46_14_10	first_mention	first_mention	human	np-subj	first_mention	2708	Ways and Means veteran Gephardt -LRB- D. , Mo . -RRB-	flmod	nm	nm	n	n	nonp	NOUN CCONJ NOUN NOUN PROPN PROPN PROPN SYM VERB ADP DET	ARG1	theme
wsj_1122_46_14_27	same_sent	same_par	human	np-obj	name	2708	him	p	p	p	p	p	p	PRON	ARG1	theme1
wsj_1123_1_8_3	first_mention	first_mention	human	np-subj	first_mention	2758	Blue - chip advertisers	indefsmo	dsm	dm	dm	d	nonp	PROPN NOUN NOUN VERB	ARG0	theme1
wsj_1123_1_8_12	same_sent	same_par	human	np-subj	description	2758	they	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1123_2_54_8	first_mention	first_mention	other	np-obj	first_mention	2739	Estee Lauder Inc.	prop	n	n	n	n	nonp	PROPN PROPN PROPN		
wsj_1123_2_55_13	first_mention	first_mention	other	np-obj	first_mention	2740	Colgate - Palmolive Co.	prop	n	n	n	n	nonp	PROPN PROPN PROPN CCONJ		
wsj_1123_2_56_16	first_mention	first_mention	other	np-obj	first_mention	2741	Seagram Co.	prop	n	n	n	n	nonp	PROPN PROPN		
wsj_1123_2_46_28	first_mention	first_mention	other	np-obj	first_mention	2737	the American Magazine Conference here	defsmo	dsm	dm	dm	d	nonp	DET PROPN PROPN PROPN ADV		
wsj_1123_3_46_1	diff_sent	same_par	other	np-subj	description	2737	The conference	defs	d	d	d	d	nonp	DET NOUN	ARG1	theme
wsj_1123_4_56_26	diff_sent	different_par	other	np-obj	name	2741	Seagram	prop	n	n	n	n	nonp	PROPN		
wsj_1123_5_7_3	first_mention	first_mention	human	np-subj	first_mention	2756	readers	indefs	d	d	d	d	nonp	NOUN	ARG0	experiencer
wsj_1123_5_6_8	first_mention	first_mention	other	np-obj	first_mention	2745	the magazine	defs	d	d	d	d	nonp	DET NOUN		
wsj_1123_6_7_3	diff_sent	same_par	human	np-subj	description	2756	they	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1123_6_6_5	diff_sent	same_par	other	np-obj	description	2745	it	p	p	p	p	p	p	PRON	ARG1	topic
wsj_1123_7_5_6	first_mention	first_mention	human	np-subj	first_mention	2738	people	indefs	d	d	d	d	nonp	NOUN	ARG0	agent
wsj_1123_7_5_13	same_sent	same_par	human	np-subj	description	2738	they	p	p	p	p	p	p	PRON	ARG0	
wsj_1123_8_55_8	diff_sent	different_par	other	np-obj	name	2740	Colgate - Palmolive	prop	n	n	n	n	nonp	PROPN PROPN VERB		
wsj_1123_9_60_16	first_mention	first_mention	human	subj-det	first_mention	2746	reader 's	indefs	d	d	d	d	nonp	NOUN PART		
wsj_1123_9_60_20	same_sent	same_par	human	np-subj	description	2746	readers	indefs	d	d	d	d	nonp	NOUN		
wsj_1123_11_32_11	first_mention	first_mention	human	np-subj	first_mention	2736	Leonard Lauder , president and chief executive officer of Estee Lauder ,	flmod	nm	nm	n	n	nonp	PROPN PROPN PROPN CCONJ ADJ ADJ NOUN ADP PROPN PROPN VERB NOUN	ARG0	agent
wsj_1123_11_54_10	diff_sent	different_par	other	np-obj	name	2739	Estee Lauder	prop	n	n	n	n	nonp	PROPN PROPN		
wsj_1123_11_32_20	same_sent	same_par	human	np-subj	name	2736	he	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1123_11_30_40	first_mention	first_mention	other	np-obj	first_mention	2735	`` niche-itis , '' the increasing number of magazines that *T*-1 target	indefl	dlm	dm	dm	d	nonp	SYM PRON DET VERB NOUN ADP NOUN PRON VERB DET ADJ NOUN ADP NOUN	ARG2	recipient
wsj_1123_12_30_1	diff_sent	different_par	other	np-subj	description	2735	Niche-itis	indefs	d	d	d	d	nonp	PRON	ARG0	
wsj_1123_12_32_11	diff_sent	different_par	human	np-subj	pronoun	2736	Mr. Lauder	titl	n	n	n	n	nonp	PROPN PROPN	ARG0	agent
wsj_1123_15_32_0	diff_sent	same_par	human	np-subj	name	2736	He	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1123_15_3_20	first_mention	first_mention	other	np-subj	first_mention	2734	the general interest magazine	defsmo	dsm	dm	dm	d	nonp	DET ADJ NOUN NOUN	ARG1	
wsj_1123_15_3_30	same_sent	same_par	other	np-subj	description	2734	it	p	p	p	p	p	p	PRON	ARG1	theme
wsj_1123_16_32_1	diff_sent	different_par	human	np-subj	pronoun	2736	Mr. Lauder	titl	n	n	n	n	nonp	PROPN PROPN		agent agent
wsj_1123_16_32_5	same_sent	same_par	human	np-subj	name	2736	he	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1123_17_32_20	diff_sent	same_par	human	np-subj	pronoun	2736	he	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1123_20_14_4	first_mention	first_mention	human	np-obj	first_mention	2733	editor	defs	d	d	d	d	nonp	NOUN		
wsj_1123_20_67_10	first_mention	first_mention	other	subj-det	first_mention	2753	Conde Nast Publications Inc. 's	prop	n	n	n	n	nonp	PROPN PROPN PROPN PROPN PART		
wsj_1123_20_69_12	first_mention	first_mention	other	np-obj	first_mention	2755	Conde Nast Publications Inc. 's Vanity Fair	propmod	nm	nm	n	n	nonp	PROPN PROPN PROPN PROPN PART PROPN PROPN		
wsj_1123_20_14_30	same_sent	same_par	human	subj-det	description	2733	her	p	p	p	p	p	p	PRON		
wsj_1123_20_69_31	same_sent	same_par	other	np-obj	name	2755	her magazine	defs	d	d	d	d	nonp	PRON NOUN		
wsj_1123_21_70_7	diff_sent	first_mention	other	np-obj	first_mention	2757	it	p	p	p	p	p	p	PRON		
wsj_1123_21_14_10	diff_sent	same_par	human	np-subj	pronoun	2733	she	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1123_22_67_6	diff_sent	different_par	other	np-obj	name	2753	Conde Nast	prop	n	n	n	n	nonp	PROPN PROPN		
wsj_1123_22_1_24	first_mention	first_mention	human	np-subj	first_mention	2732	readers	indefs	d	d	d	d	nonp	NOUN	ARG0	agent
wsj_1123_22_1_27	same_sent	same_par	human	np-subj	description	2732	they	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1123_22_1_33	same_sent	same_par	human	np-subj	pronoun	2732	they	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1125_1_50_10	first_mention	first_mention	other	np-subj	first_mention	2766	a watchword for the 1990s	prop	n	n	n	n	nonp	DET NOUN ADP DET NOUN	ARG1	
wsj_1125_2_61_0	diff_sent	first_mention	other	np-subj	first_mention	2777	That	distp	p	p	p	p	p	PRON	ARG1	
wsj_1125_2_50_46	diff_sent	different_par	other	np-obj	name	2766	the word expected * to be on the lips of the more than 3,000 developers ,	defl	dlm	dm	dm	d	nonp	DET NOUN VERB PART AUX ADP DET NOUN ADP DET ADJ ADP NUM NOUN NOUN NOUN NOUN CCONJ ADJ NOUN NOUN VERB PART VERB DET NUM		
